001,001001,arrived,2024-01-20 12:59:54
001,001002,arrived,2024-01-20 12:59:54
001,001003,arrived,2024-01-20 12:59:54
001,001004,arrived,2024-01-20 12:59:54
002,002001,arrived,2024-02-20 10:57:54
002,002002,arrived,2024-02-20 10:57:54
002,002003,arrived,2024-02-20 10:57:54
002,002004,arrived,2024-02-20 10:57:54
002,002005,arrived,2024-02-20 10:57:54
002,002006,arrived,2024-02-20 10:57:54
002,002007,arrived,2024-02-20 10:57:54
003,003001,arrived,2024-02-20 15:30:54
003,003002,arrived,2024-02-20 15:30:54
003,003003,arrived,2024-02-20 15:30:54
003,003004,arrived,2024-02-20 15:30:54
003,003005,arrived,2024-02-20 15:30:54
003,003006,arrived,2024-02-20 15:30:54
004,004001,arrived,2024-03-25 18:05:54
004,004002,arrived,2024-03-25 18:05:54
004,004003,arrived,2024-03-25 18:05:54
005,005001,arrived,2024-04-05 02:36:54
005,005002,arrived,2024-04-05 02:36:54
005,005003,arrived,2024-04-05 02:36:54
005,005004,arrived,2024-04-05 02:36:54
005,005005,arrived,2024-04-05 02:36:54
001,001005,arrived,2024-12-11 03:07:13
001,001006,arrived,2024-12-11 03:07:13
001,001,1,placed,2024-12-11 16:16:25
001,002,3,placed,2024-12-11 16:28:13
002,003,2,placed,2024-12-11 16:40:45
001,001007,arrived,2024-12-11 21:41:38
001,001008,arrived,2024-12-11 21:41:38
001,001009,arrived,2024-12-11 21:41:38
001,001010,arrived,2024-12-11 21:41:38
001,001011,arrived,2024-12-11 21:41:38
001,001012,arrived,2024-12-11 21:41:38
001,001013,arrived,2024-12-11 21:41:38
001,001014,arrived,2024-12-11 21:41:38
001,001015,arrived,2024-12-11 21:41:38
001,001016,arrived,2024-12-11 21:41:38
001,001017,arrived,2024-12-11 21:41:38
001,001018,arrived,2024-12-11 21:41:38
001,001019,arrived,2024-12-11 21:41:38
001,001020,arrived,2024-12-11 21:41:38
001,001021,arrived,2024-12-11 21:41:38
001,001022,arrived,2024-12-11 21:41:38
001,001023,arrived,2024-12-11 21:41:38
005,005006,arrived,2024-12-11 23:02:40
005,005007,arrived,2024-12-11 23:02:40
005,005008,arrived,2024-12-11 23:02:40
005,005009,arrived,2024-12-11 23:02:40
005,005010,arrived,2024-12-11 23:02:40
005,005011,arrived,2024-12-11 23:02:40
005,005012,arrived,2024-12-11 23:02:40
005,005013,arrived,2024-12-11 23:02:40
005,005014,arrived,2024-12-11 23:02:40
005,005015,arrived,2024-12-11 23:02:40
005,005016,arrived,2024-12-11 23:02:40
005,005017,arrived,2024-12-11 23:02:40
005,005018,arrived,2024-12-11 23:02:40
